haltung,pdf_file,pdf_kb,text_len,format,entries,readable
"80811-81031","20251006_80811-81031.pdf",1682,12723,Fretz_Format,12,True
"80844-80960","20250929_80844-80960.pdf",1496,9043,Fretz_Format,6,True
"80872-10.981876","20251003_80872-10.981876.pdf",1244,7930,Fretz_Format,8,True
"80874-10.981875","20250930_80874-10.981875.pdf",927,5901,Fretz_Format,5,True
"80876-187483","20250929_80876-187483.pdf",1061,5854,Fretz_Format,5,True
"80923-80872","20251003_80923-80872.pdf",2270,19578,Fretz_Format,23,True
"80945-81176","20251006_80945-81176.pdf",2691,20178,Fretz_Format,17,True
"80952-80959","20251003_80952-80959.pdf",1481,9264,Fretz_Format,8,True
"80955-80952","20250929_80955-80952.pdf",1282,7930,Fretz_Format,6,True
"80959-773821","20220516_80959-773821.pdf",501,7372,Fretz_Format,10,True
"80960-80955","20250929_80960-80955.pdf",1283,7917,Fretz_Format,7,True
"8098-6836","20200505_8098-6836.pdf",1477,8625,Fretz_Format,11,True
"80981-81245","20170523_80981-81245.pdf",4498,14619,WinCan_Standard,7,True
"8099-8098","20200505_8099-8098.pdf",1389,9539,Fretz_Format,15,True
"8100-8099","20200505_8100-8099.pdf",1645,9263,Fretz_Format,13,True
"8101-8100","20200505_8101-8100.pdf",1208,6828,Fretz_Format,11,True
"8102-8101","20200505_8102-8101.pdf",952,5928,Fretz_Format,8,True
"8103-8102","20200505_8103-8102.pdf",1639,8412,Fretz_Format,12,True
"81030-80945","20251006_81030-80945.pdf",1723,11370,Fretz_Format,10,True
"81031-81030","20251006_81031-81030.pdf",1210,7229,Fretz_Format,6,True
"8104-8103","50500505_8104-8103.pdf",1461,8185,Fretz_Format,13,True
"8105-8104","20200505_8105-8104.pdf",2278,5691,Fretz_Format,2,True
"8106-8105","20200505_8106-8105.pdf",2387,6737,Fretz_Format,3,True
"81068-81141","20220516_81068-81141.pdf",1959,18752,Fretz_Format,26,True
"81130-81132","20211213_81130-81132.pdf",258,2685,Unknown,8,True
"81131-81237","20211215_81131-81237.pdf",502,3821,Unknown,14,True
"81132-81131","20211216_81132-81131.pdf",215,2534,Unknown,7,True
"81141-187495","20220516_81141-187495.pdf",1636,17880,Fretz_Format,18,True
"81150-81156","20251001_81150-81156.pdf",2070,13881,Fretz_Format,13,True
"81156-81127","20251002_81156-81127.pdf",732,3247,Fretz_Format,3,True
"81157-81162","20251002_81157-81162.pdf",2001,13358,Fretz_Format,13,True
"81162-84631","20251002_81162-84631.pdf",3080,22758,Fretz_Format,23,True
"81176-81068","20220516_81176-81068.pdf",2175,20129,Fretz_Format,20,True
"81223-81132","20211210-81223-81132.pdf",261,2685,Unknown,8,True
"81236-81237","20211119_81236-81237.pdf",268,2544,Unknown,7,True
"81237-81242","20211216_81237-81242.pdf",353,2891,Unknown,9,True
"81242-81245","20170529_81242-81245.pdf",1375,6645,WinCan_Standard,3,True
"81245-83581","20170529_81245-83581.pdf",3492,11006,WinCan_Standard,5,True
"81248-10.696876","20211118_81248-10.696876.pdf",503,10329,Fretz_Format,8,True
"81253-10.71451","20211117_81253-10.71451.pdf",182,7432,Fretz_Format,8,True
"81255-81253","20211117_81255-81253.pdf",132,4840,Fretz_Format,6,True
"81361-81431","20180726_81361-81431.pdf",1810,8366,Fretz_Format,14,True
"81431-81417","20180726_81431-81417.pdf",664,5337,Fretz_Format,7,True
"8146-8267","20230913_8146-8267.pdf",2889,10802,Fretz_Format,9,True
"8149-8268","20230913_8149-8268.pdf",1626,6499,Fretz_Format,4,True
"8266-8146","20240902_8266-8146.pdf",529,5922,WinCan_Standard,4,True
"8267-8149","20230913_8267-8149.pdf",1484,6524,Fretz_Format,4,True
"8268-2322","20230913_8268-2322.pdf",2541,8650,Fretz_Format,7,True
"82958-82976","20170531_82958-82976.pdf",3678,13603,WinCan_Standard,6,True
"82970-10.697278","20211123_82970-10.697278.pdf",403,7317,Fretz_Format,7,True
"83352-10.903423","20211118_83352-10.903423.pdf",150,5806,Fretz_Format,7,True
"83358-10.702128","20211124_83358-10.702128.pdf",676,13360,IKAS_Normal,8,True
"83362-83365","20211221_83362-83365.pdf",474,6796,IKAS_Normal,5,True
"83364-10.903012","20211221_83364-10.903012.pdf",319,5902,IKAS_Normal,6,True
"83365-83367","20211221_83365-83367.pdf",367,6095,IKAS_Normal,6,True
"83367-10.903011","20211221_83367-10.903011.pdf",253,5714,IKAS_Normal,5,True
"83368-82958","20170531_83368-82958.pdf",3321,13229,WinCan_Standard,6,True
"83581-83628","20170531_83581-83628.pdf",3032,12093,WinCan_Standard,6,True
"83588-83639","20211201_83588-83639.pdf",549,10149,Fretz_Format,7,True
"836-850","20200508_836-850.pdf",980,5455,Fretz_Format,2,True
"83616-84463","20170617_83616-84463.pdf",1038,6628,WinCan_Standard,3,True
"83628-84065","20170531_83628-84065.pdf",2564,8816,WinCan_Standard,4,True
"83635-83639","20211201_83635-83639.pdf",470,9603,Fretz_Format,6,True
"83639-83581","20211115_83639-83581.pdf",528,10817,Fretz_Format,7,True
"83671-84335","20170619_83671-84335.pdf",533,5462,WinCan_Standard,2,True
"83860-84084","20170619_83860-84084.pdf",651,5251,WinCan_Standard,2,True
"839-799","20200508_839-799.pdf",1035,5594,Fretz_Format,2,True
"84050-84084","20170619_84050-84084.pdf",1243,7363,WinCan_Standard,3,True
"84065-84463","20170531_84065-84463.pdf",2400,8530,WinCan_Standard,4,True
"84084-905423","20170619_84084-905423.pdf",710,5347,WinCan_Standard,2,True
"84090-10.698076","20211122_84090-10.698076.pdf",544,10665,Fretz_Format,7,True
"84102-84050","20170619_84102-84050.pdf",610,5332,WinCan_Standard,2,True
"84335-83368","20170531_84335-83368.pdf",2631,9226,WinCan_Standard,4,True
"84463-84335","20170531_84463-84335.pdf",4378,14785,WinCan_Standard,7,True
"846-Rüb Fuchsacher","20200508_846-Rüb Fuchsacher.pdf",692,5183,Fretz_Format,2,True
"84631-74513","20251002_84631-74513.pdf",1168,7298,Fretz_Format,6,True
"847-846","20200508_847-846.pdf",620,5166,Fretz_Format,2,True
"850-839","20200508_850-839.pdf",976,5352,Fretz_Format,2,True
"855430-855432","20230913_855430-855432.pdf",1402,10700,WinCan_Standard,11,True
"855431-855430","20230913_855431-855430.pdf",1061,8593,WinCan_Standard,5,True
"855432-855433","20230913_855432-855433.pdf",1038,7744,WinCan_Standard,8,True
"86485-799608","20201030_86485-799608.pdf",1504,2701,IKAS_Normal_Caesar,0,False
"86787-74717","20240923_86787-74717.pdf",312,5583,Unknown,6,True
"86790-86787","20240923_86790-86787.pdf",288,5298,Unknown,7,True
"8704-10.8461","20230914_8704-10.8461.pdf",1162,9109,WinCan_Standard,9,True
"874138-36919","20190605_36622-36919.pdf",3820,9393,Fretz_Format,15,True
"87874-87879","20230327_87874-87879.pdf",13959,8931,IKAS_Normal,9,True
"87879-88778","20230327_87879-88778.pdf",26716,16328,IKAS_Normal,20,True
"88197-88229","20231113_88197-88229.pdf",366,5478,Fretz_Format,2,True
"88218-88316","20231107_88218-88316.pdf",1678,13539,Fretz_Format,12,True
"88227-88316","20231107_88227-88316.pdf",1018,9077,Fretz_Format,8,True
"88229-88227","20231113_88229-88227.pdf",492,6299,Fretz_Format,4,True
"88235-88229","20231113_88235-88229.pdf",711,7933,Fretz_Format,5,True
"88304-88335","20231107_88304-88335.pdf",116,5428,Fretz_Format,2,True
"88307-88304","20231107_88307-88304.pdf",638,6949,Fretz_Format,6,True
"88308-88307","20231107_88308-88307.pdf",675,7984,Fretz_Format,4,True
"88311-88316","20231107_88311-88316.pdf",607,6215,Fretz_Format,3,True
"88316-88304","20231107_88316-88304.pdf",173,5394,Fretz_Format,2,True
"88511-182097","20230327_88511-182097.pdf",19462,11918,IKAS_Normal,14,True
"88513-88511","20230327_88513-88511.pdf",15104,13901,IKAS_Normal,18,True
"88544-89425","20231108_88544-89425.pdf",836,9755,Fretz_Format,10,True
"88576-89097","20231113_88576-89097.pdf",453,6619,Fretz_Format,4,True
"88628-89365","20231113_88628-89365.pdf",479,6652,Fretz_Format,4,True
"88656-89041","20230327_88656-89041.pdf",18316,12746,IKAS_Normal,11,True
"88657-89529","20231108_88657-89529.pdf",582,6353,Fretz_Format,4,True
"88662-88674","20180525_88662-88674.pdf",3358,15339,Fretz_Format,24,True
"88662-89817","20180525_88662-89817.pdf",6007,20688,Fretz_Format,35,True
"88674-89969","20180525_88674-89969.pdf",2314,11528,Fretz_Format,16,True
"887122-89547","20201113_887122-89547.pdf",2934,12389,Fretz_Format,10,True
"887123-89425","20231108_887123-89425.pdf",3004,9868,Fretz_Format,9,True
"88778-88779","20230327_88778-88779.pdf",18717,13101,IKAS_Normal,15,True
"88779-89023","20230327_88779-89023.pdf",17152,15500,IKAS_Normal,19,True
"88903-599563","20240619_88903-599563.pdf",1006,13500,Fretz_Format,17,True
"88910-88903","20240618_88910-88903.pdf",207,4328,Fretz_Format,2,True
"89023-88656","20230327_89023-88656.pdf",34844,24706,IKAS_Normal,35,True
"89039-88513","20230327_89039-88513.pdf",18752,12343,IKAS_Normal,13,True
"89040-89039","20230327_89040-89039.pdf",26221,15773,IKAS_Normal,15,True
"890408-743323","20240321_890408-743323.pdf",1122,5743,Fretz_Format,7,True
"89041-89039","20230327_89041-89039.pdf",16503,15477,IKAS_Normal,19,True
"89087-88576","20231113_89087-88576.pdf",1169,8136,Fretz_Format,5,True
"89091-89097","20231113_89091-89097.pdf",1899,18462,Fretz_Format,16,True
"89097-88197","20231113_89097-88197.pdf",345,5447,Fretz_Format,2,True
"89365-13.93866","20231113_89365-13.93866.pdf",472,6953,Fretz_Format,5,True
"89382-13.93866","20220907_89382-13.93866.pdf",1274,7166,IKAS_Normal,6,True
"89396-07.747495","20220907_89396-07.747495.pdf",966,6241,IKAS_Normal,3,True
"89398-89365","20231113_89398-89365.pdf",344,5439,Fretz_Format,2,True
"89410-89425","20231108_89410-89425.pdf",1717,15188,Fretz_Format,14,True
"89411-89529","20231113_89411-89529.pdf",516,6162,Fretz_Format,4,True
"89425-89471","20231108_89425-89471.pdf",680,7678,Fretz_Format,5,True
"89469-89471","20201113_89469-89471.pdf",942,6611,Fretz_Format,4,True
"89471-89529","20201108_89471-89529.pdf",1770,12393,Fretz_Format,11,True
"89529-88628","20231108_89529-88628.pdf",436,6112,Fretz_Format,4,True
"89547-10.94320","20231113_89547-10.94320.pdf",1062,6386,Fretz_Format,4,True
"89608-89630","20240618_89608-89630.pdf",514,12390,Fretz_Format,14,True
"89615-89617","20240618_89615-89617.pdf",404,6476,Fretz_Format,5,True
"89617-89618","20240618_89617-89618.pdf",403,7113,Fretz_Format,7,True
"89629-89609","20240618_89629-89609.pdf",464,7274,Fretz_Format,8,True
"89630-89618","20240618_89630-89618.pdf",454,7861,Fretz_Format,9,True
"89631-88910","20240618_89631-88910.pdf",321,6085,Fretz_Format,5,True
"89633-89629","20240618_89633-89629.pdf",540,9487,Fretz_Format,15,True
"89744-89768","20180525_89744-89768.pdf",5760,23906,Fretz_Format,43,True
"89768-89787","20180525_89768-89787.pdf",2981,15229,Fretz_Format,24,True
"89817-89744","20180525_89817-89744.pdf",4756,17418,Fretz_Format,29,True
"89969-89862","20180525_89969-89862.pdf",2587,12831,Fretz_Format,21,True
"9010-9296","20250318_9010-9296.pdf",99,4576,Unknown,4,True
"901008-81236","20211119_901008-81236.pdf",214,2542,Unknown,7,True
"901009-901008","20211118_901009-901008.pdf",231,2533,Unknown,7,True
"901010-901009","20211118_901010-901009.pdf",271,2678,Unknown,8,True
"901011-901010","20211118_901011-901010.pdf",221,2543,Unknown,7,True
"901012-901011","20211117_901012-901011.pdf",246,2653,Unknown,8,True
"901013-901012","20211117_901013-901012.pdf",242,2692,Unknown,8,True
"901014-901013","20211116_901014-901013.pdf",264,2722,Unknown,8,True
"901016-81130","20211209_901016-81130.pdf",581,4624,Unknown,17,True
"901017-81130","20211209_901017-81130.pdf",449,3725,Unknown,13,True
"901018-81223","20211203_901018-81223.pdf",292,2895,Unknown,9,True
"901019-901018","20211203_901019-901018.pdf",248,2659,Unknown,8,True
"901020-901019","20211202_901020-901019.pdf",995,6789,Unknown,29,True
"901021-81223","20211110_901021-81223.pdf",189,2448,Unknown,7,True
"901022-901021","20211203_901022-901021.pdf",216,2569,Unknown,7,True
"901023-901024","20211123_901023-901024.pdf",524,4645,Unknown,17,True
"901024-901022","20211126_901024-901022.pdf",257,2694,Unknown,8,True
"901025-901024","20211125_901025-901024.pdf",558,4576,Unknown,17,True
"90147-90605","20240619_90147-90605.pdf",200,4164,Fretz_Format,2,True
"90170-90172","20240619_90170-90172.pdf",247,4818,Fretz_Format,4,True
"90172-90202","20240619_90172-90202.pdf",247,5030,Fretz_Format,6,True
"90201-90605","20240619_90201-90605.pdf",202,4174,Fretz_Format,2,True
"90202-90201","20240619_90202-90201.pdf",273,5186,Fretz_Format,4,True
"9021-10.8421","20250311_9021-10.8421.pdf",821,6808,WinCan_Standard,4,True
"90234-90236","20231123_90234-90236.pdf",5753,12651,IKAS_Normal,11,True
"90236-90848","20231123_90236-90848.pdf",11317,24556,IKAS_Normal,28,True
"9025-9858","20230914_9025-9858.pdf",1495,13725,WinCan_Standard,11,True
"90310-06.93896","20231123_90310-06.93896.pdf",4337,11747,IKAS_Normal,10,True
"90326-90234","20231123_90326-90234.pdf",13188,25835,IKAS_Normal,27,True
"90327-90326","20231123_90327-90326.pdf",5492,11798,IKAS_Normal,9,True
"904622-83616","20170619_904622-83616.pdf",852,5207,WinCan_Standard,2,True
"905423-83626","20170619_905423-83626.pdf",970,6642,WinCan_Standard,3,True
"905431-77503","20250917_905431-77503.pdf",872,4962,Fretz_Format,4,True
"90550-90589","20240621_90550-90589.pdf",296,5403,Fretz_Format,5,True
"90565-90585","20240625_90565-90585.pdf",221,4092,Fretz_Format,2,True
"90575-90543","20240625_90575-90543.pdf",217,4550,Fretz_Format,4,True
"90576-90575","20240625_90576-90575.pdf",277,4913,Fretz_Format,6,True
"90585-90576","20240625_90585-90576.pdf",268,4448,Fretz_Format,4,True
"90589-90585","20240625_90589-90585.pdf",195,4255,Fretz_Format,2,True
"90611-458531","20240620_90611-458531.pdf",294,4977,Fretz_Format,4,True
"90616-789.01","20240625_90616-789.01.pdf",913,17145,Fretz_Format,22,True
"90619-90625","20240624_90619-90625.pdf",1395,19121,Fretz_Format,32,True
"90625-90565","20240624_90625-90565.pdf",1395,19121,Fretz_Format,32,True
"90629-90550","20240621_90629-90550.pdf",262,4603,Fretz_Format,4,True
"90663-90629","20240620_90663-90629.pdf",287,5215,Fretz_Format,5,True
"90664-90746","20240620_90664-90746.pdf",413,6243,Fretz_Format,5,True
"90716-1128.01","20240619_90730-90716.pdf",415,6376,Fretz_Format,7,True
"90719-90616","20240625_90719-90616.pdf",364,6207,Fretz_Format,8,True
"90730-90716","20240821_90730-90716.pdf",826,7496,WinCan_Standard,5,True
"90736-90664","20240620_90736-90664.pdf",374,6548,Fretz_Format,7,True
"90746-90663","20240620_90746-90663.pdf",277,4527,Fretz_Format,3,True
"90843-90842","20231123_90843-90842.pdf",10570,19335,IKAS_Normal,21,True
"90848-90849","20231123_90848-90849.pdf",2816,9181,IKAS_Normal,8,True
"90849-90843","20231123_90849-90843.pdf",6673,13469,IKAS_Normal,12,True
"908676-1894","20230913_908676-1894.pdf",2530,8598,Fretz_Format,7,True
"9109-10.8464","20230914_9109-10.8464.pdf",848,6261,WinCan_Standard,5,True
"9117-10300","20230915_9117-10300.pdf",510,3774,WinCan_Standard,4,True
"91263-91352","20240621_91263-91352.pdf",381,5382,Fretz_Format,5,True
"91267-91269","20240620_91267-91269.pdf",331,6062,Fretz_Format,6,True
"91269-91295","20240620_91269-91295.pdf",354,5341,Fretz_Format,4,True
"91301-91301.01","20240626_91301-91301.01.pdf",278,4841,Fretz_Format,4,True
"91345-91263","20240621_91345-91263.pdf",256,4549,Fretz_Format,4,True
"91442-91449","20240626_91442-91449.pdf",285,4342,Fretz_Format,3,True
"91449-91302","20240626_91449-91302.pdf",327,6301,Fretz_Format,8,True
"91554-192988","20240620_91554-192988.pdf",731,9953,Fretz_Format,13,True
"91558-91385","20240621_91558-91385.pdf",2553,17460,Fretz_Format,20,True
"91652-91655","20231124_91652-91655.pdf",2944,8354,IKAS_Normal,6,True
"91653-91652","20231124_91653-91652.pdf",3664,9408,IKAS_Normal,7,True
"91655-13.93860","20231124_91655-13.93860.pdf",750,6293,IKAS_Normal,6,True
"91922-91946","20240625_91922-91946.pdf",227,4478,Fretz_Format,4,True
"92145-92048","20240621_92145-92048.pdf",397,6427,Fretz_Format,7,True
"92185-91922","20240624_92185-91922.pdf",325,5129,Fretz_Format,5,True
"92188-92185","20240624_92188-92185.pdf",268,4548,Fretz_Format,4,True
"92199-92245","20240624_92199-92245.pdf",388,5464,Fretz_Format,5,True
"92245-92253","20240624_92245-92253.pdf",250,4625,Fretz_Format,4,True
"9225-10841","20230914_9225-10841.pdf",1545,11382,WinCan_Standard,9,True
"92253-92188","20240624_92253-92188.pdf",260,4493,Fretz_Format,4,True
"9231-9858","20230914_9231-9858.pdf",1970,13776,WinCan_Standard,15,True
"92782-92849","20240626_92782-92849.pdf",432,6840,Fretz_Format,6,True
"92848-92880","20240626_92848-92880.pdf",240,4316,Fretz_Format,3,True
"92849-92848","20240626_92849-92848.pdf",285,5219,Fretz_Format,4,True
"92880-93024","20240626_92880-93024.pdf",227,4432,Fretz_Format,3,True
"9296-06.944588","20250318_9296-06.944588.pdf",136,5465,Unknown,4,True
"929631-35765","20240325_929631-35765.pdf",1487,12017,WinCan_Standard,11,True
"92970-92782","20240626_92970-92782.pdf",245,4523,Fretz_Format,3,True
"9307-9010","20250318_9307-9010.pdf",259,6403,Unknown,5,True
"951852-76913","032351_Plan.pdf",112,2677,Unknown,1,True
"955096-59460","20240925_955096-59460-G.pdf",641,8650,IKAS_Normal,36,True
"955500-908676","20230913_2220.01-908676.pdf",2336,8749,Fretz_Format,8,True
"955509-4789","20230905_955509-4789.pdf",9410,17050,Fretz_Format,15,True
"966937-10.8462","20241024_966937-10.8462.pdf",504,4644,WinCan_Standard,4,True
"9788-10254","20250311_9788-10254.pdf",356,3954,WinCan_Standard,3,True
"9846-10317","20250318_9846-10317.pdf",238,7034,Unknown,8,True
"9858-10172","20230914_9858-10172.pdf",1427,10202,WinCan_Standard,8,True
"986310-86790","20240923_986310-86790.pdf",323,6986,Unknown,10,True
"9866-10289","20250311_9866-10289.pdf",1831,12483,WinCan_Standard,11,True
"9906-10.944589","20250318_9906-10_944589.pdf",600,5463,WinCan_Standard,6,True
"9949-10375","20200709_9949-10375.pdf",1292,1810,IKAS_Caesar,0,False
"9958-9296","20250318_9958-9296.pdf",478,9285,Unknown,9,True
"995993-995996","20241115_995993-995996.pdf",553,5355,WinCan_Standard,4,True
"995996-1006888","20241115_995996-1006888.pdf",722,6500,WinCan_Standard,8,True
"999001-07.999003","20230615_999001-07.999003.pdf",3219,13228,Fretz_Format,11,True
"999001-10.999002","20230915_999001-10.999002.pdf",1386,13163,WinCan_Standard,12,True
"999001-2407","20200609_999001-2407.pdf",672,5340,Fretz_Format,6,True
"999001-29462","20260121_999001-29462.pdf",655,6363,WinCan_Standard,6,True
"999001-3797","20230911_999001-3797.pdf",5935,16194,Fretz_Format,15,True
"999002-27609","20230818_999002-27609.pdf",2089,6180,IKAS_Normal,3,True
"999004-29081","20190605_999004-29081.pdf",1049,5455,Fretz_Format,2,True
"999006-10591","20250311_999006-10591.pdf",536,7191,WinCan_Standard,7,True
"999007-10118","20250311_999007-10118.pdf",492,4822,WinCan_Standard,5,True
"999011-35578","20180523_999011-35578.pdf",2089,8926,Fretz_Format,10,True
"999013-06.891226","20250312_999013-06_891226.pdf",602,6308,WinCan_Standard,6,True
"999211-955096","20240925_999211-955096-G.pdf",341,2599,IKAS_Normal,5,True
aaaaaaaa,,0,0,NoPdf,0,False
